225,POINT (116850.6739190359 483445.2964666974)
226,POINT (116792.5797478621 483396.8401789787)
227,POINT (116859.7075227622 483457.9722908495)
228,POINT (116834.3286632166 483423.2660133974)
229,POINT (116806.6117503696 483408.3768048852)
230,POINT (116823.7215922519 483409.5294852385)
231,POINT (116857.7620614709 483448.8069180665)
232,POINT (116873.9452823137 483595.7729622199)
233,POINT (116873.2156722722 483599.6824909018)
234,POINT (116882.3290875043 483542.7551241591)
235,POINT (116882.104770692 483569.6685656071)
236,POINT (116873.415628629 483612.9336842268)
237,POINT (116869.5055646026 483617.4021168283)
238,POINT (116874.9476441113 483572.8474605316)
239,POINT (116874.0492628774 483600.749599839)
240,POINT (116873.7049355078 483599.5679895969)
241,POINT (116882.3444770882 483556.7569482101)
242,POINT (116877.8783805072 483607.0100499892)
243,POINT (114750.2026685554 484427.3450295918)
244,POINT (115533.7025131219 483363.9310622738)
245,POINT (115757.4956253326 483612.806523077)
246,POINT (115637.8704634752 483461.5165936093)
247,POINT (115651.2276880527 483475.632852714)
248,POINT (115734.0420992949 483578.7541209674)
249,POINT (116870.2491307031 484369.4676205814)
250,POINT (116870.2973278628 484352.3686721569)
251,POINT (116860.84911868 484443.1937733391)
252,POINT (116862.1434976243 484440.2275143323)
253,POINT (116283.8058204125 484417.6654239864)
254,POINT (116428.3717737023 484439.3465837322)
255,POINT (116471.7326697042 484436.9875126614)
256,POINT (116871.9518159697 483436.7469456299)
257,POINT (116836.9372530514 483401.4878784412)
258,POINT (116788.607247508 483380.4038434744)
259,POINT (116751.3810353136 483376.6456153571)
260,POINT (116866.5500837311 484225.9876887045)
261,POINT (116869.4980202048 484226.7532879368)
262,POINT (117069.4082985396 484338.8356181533)
263,POINT (117165.837641116 484337.9363020547)
264,POINT (117088.9340924522 484338.4278165005)
265,POINT (117131.2295541224 484337.3980770035)
266,POINT (116855.9132784182 483651.665929693)
267,POINT (116026.4611099437 483261.1074725687)
268,POINT (116075.2119512041 483293.0948903377)
269,POINT (116083.0946762884 483294.6692273591)
270,POINT (116046.1518808313 483278.5746833049)
271,POINT (116269.7367484518 483398.5724165883)
272,POINT (116280.9597450746 483396.5223605099)
273,POINT (116290.0062641922 483401.3945307715)
274,POINT (116373.5515481018 483399.2587216797)
275,POINT (116313.4101956894 483406.4745095608)
276,POINT (116382.940256365 483406.0075631367)
277,POINT (116398.9312718571 483398.6909640586)
278,POINT (116287.7647986126 483399.5641301678)
279,POINT (116392.0830825491 483400.5161755959)
280,POINT (116406.3438779846 483400.5457581388)
281,POINT (116342.2608982111 483405.8822635708)
282,POINT (116274.8397398157 483395.71184691)
283,POINT (116823.4928643394 484482.6082916837)
284,POINT (116406.0007227675 483381.5190162146)
285,POINT (116317.1361051672 483382.6867950031)
286,POINT (116290.5878322193 483385.4029964092)
287,POINT (116222.1952459892 483364.6393269585)
288,POINT (116386.4449586609 483382.441027721)
289,POINT (116549.0263820219 484460.2889823784)
290,POINT (116541.79407955 484457.8951650828)
291,POINT (116396.2447628138 482405.3255093071)
292,POINT (114684.1978468691 484194.5304779336)
293,POINT (116326.4409938145 484975.8148585395)
294,POINT (116012.4334109593 483299.7711853138)
295,POINT (116014.6821664216 483305.7594209031)
296,POINT (116013.6045482669 483301.491136971)
297,POINT (116012.0711769029 483297.3732562321)
298,POINT (116012.4690417462 483301.0398854464)
299,POINT (116010.0355406808 483289.2089201308)
300,POINT (115913.6089967237 483410.9889178516)
301,POINT (116009.2842820364 483290.3252257216)
302,POINT (116014.5811574718 483301.1237073126)
303,POINT (115913.5286502582 483407.6160308293)
304,POINT (116908.4067554527 484327.7420124761)
305,POINT (114678.0295377286 484223.2218443368)
306,POINT (116839.6901823051 483725.7096420999)
307,POINT (115675.8006778994 483020.5704647762)
308,POINT (115605.1396926102 482967.7671871692)
309,POINT (115662.759795837 483017.5926889615)
310,POINT (115494.5037486782 482866.5097085339)
311,POINT (115551.433792381 482920.2535626366)
312,POINT (116850.7356680328 484585.268725503)
313,POINT (116851.1681327358 484585.7843103867)
314,POINT (116843.7925802862 484768.8743115059)
315,POINT (122065.6667537532 484034.5510694723)
316,POINT (122091.8635446366 484036.6762880582)
317,POINT (121594.4947652593 485506.6795684121)
318,POINT (115886.6850903347 484957.8061372655)
319,POINT (116526.4036496575 484441.9480434753)
320,POINT (116556.1471618984 484448.2766582301)
321,POINT (117630.9712731577 484022.8506854507)
322,POINT (117462.6638985223 483926.8535447629)
323,POINT (117629.533998117 483952.0725999296)
324,POINT (117631.236752025 483945.6521883185)
325,POINT (117484.6933018061 483966.3139251446)
326,POINT (117504.3843163882 484167.3883996419)
327,POINT (117503.6287676244 484167.8117640866)
328,POINT (117546.9186209269 483933.1258856188)
329,POINT (117584.4879063799 483955.7523758393)
330,POINT (117547.0936681249 483955.7466500333)
331,POINT (117549.8869670204 483949.4167801559)
332,POINT (117586.7225594131 483946.6428985513)
333,POINT (117548.0599286366 483973.8489766162)
334,POINT (117567.7055562695 483985.1026801631)
335,POINT (117594.9220939114 483950.9743345816)
336,POINT (117560.8525188074 483952.711570375)
337,POINT (117570.9506077059 483989.4980634889)
338,POINT (117595.2085173835 483948.1625366969)
339,POINT (117596.9630084618 483941.2895699123)
340,POINT (117592.4872557962 483947.5937427459)
341,POINT (117555.0965486136 483929.9144063496)
342,POINT (119110.7693658108 485421.6196872981)
343,POINT (119524.9164166113 484843.2831550566)
344,POINT (120739.0982395551 485841.7876448058)
345,POINT (120414.7015094856 485717.1800465834)
346,POINT (118833.4276721653 484170.070463646)
347,POINT (121724.8113509043 490633.790000564)
348,POINT (121770.2908000118 490590.5431566116)
349,POINT (121393.4182624377 490872.4924221603)
350,POINT (121383.1660465812 490887.8548593049)
351,POINT (120609.5614159744 493205.8858467825)
352,POINT (120530.4539113128 493186.273511357)
353,POINT (120512.761089031 493182.1757857592)
354,POINT (120612.2557433339 493211.8401638103)
355,POINT (120469.8709707065 493179.4186962257)
356,POINT (120519.0706484551 493184.3226969171)
357,POINT (120474.1598723726 493180.6012783604)
358,POINT (120541.0730099977 493191.0961789696)
359,POINT (120527.3355975912 493187.0738371853)
360,POINT (120461.095612445 493181.7334717578)
361,POINT (120423.1779163301 493180.5319828484)
362,POINT (120600.3213672114 493197.1184147621)
363,POINT (120543.6489540929 493190.1347056826)
364,POINT (120563.9012940662 493190.2058394577)
365,POINT (120450.5902863667 493180.672183199)
366,POINT (120605.3631513894 493198.7004250339)
367,POINT (120423.0973515742 493182.4858525917)
368,POINT (120452.3775421212 493179.2153873195)
369,POINT (120600.5148420865 493195.849218064)
370,POINT (120586.1542553938 493193.7176988361)
371,POINT (120270.9198083863 493242.8863378923)
372,POINT (120268.6689313122 493245.3695082901)
373,POINT (120199.3905490297 493304.1032053704)
374,POINT (120182.8530076892 493317.411747116)
375,POINT (120268.6712980806 493247.0004371696)
376,POINT (120263.1234239537 493251.7788789243)
377,POINT (120196.0219667319 493307.0385594812)
378,POINT (120244.4653290763 493264.8251618993)
379,POINT (120125.0228798081 493376.6968246638)
380,POINT (120078.9808112059 493446.410372568)
381,POINT (120145.5017164708 493348.6502330761)
382,POINT (120123.40252314 493379.8266917343)
383,POINT (120282.5949468612 493216.6246565673)
384,POINT (120275.1194401611 493220.3354391956)
385,POINT (120441.1047406953 493170.8588896641)
386,POINT (120347.4859967949 493187.4656971425)
387,POINT (120379.1352067293 493175.454651539)
388,POINT (120303.153600125 493205.1061301347)
389,POINT (120329.9703987963 493194.7499381452)
390,POINT (120295.0218853056 493209.7539078936)
391,POINT (120336.8667626165 493193.1728265701)
392,POINT (120340.8025738908 493189.8599533554)
393,POINT (120276.6187637277 493220.5693085067)
394,POINT (120396.8460311204 493167.640774088)
395,POINT (120409.7225569295 493169.970136589)
396,POINT (120436.396063404 493174.0875271974)
397,POINT (120396.6141177078 493178.0878238656)
398,POINT (120311.7421006051 493203.2657383594)
399,POINT (120339.3268099179 493190.5023679304)
400,POINT (120290.7864222901 493212.202345843)
401,POINT (120373.0134524689 493178.2404214339)
402,POINT (120391.9604499402 493172.5433930591)
403,POINT (120408.5044110513 493175.5209072143)
404,POINT (120303.7009496938 493206.6357657189)
405,POINT (120430.3169215051 493158.4273981435)
406,POINT (120333.5528837967 493194.5796793211)
407,POINT (120388.1626902352 493175.8536326854)
408,POINT (120439.9874710435 493172.7479978637)
409,POINT (120300.7536422127 493207.7885974622)
410,POINT (120288.6799109662 493213.3672287047)
411,POINT (120300.0468829282 493208.4615948685)
412,POINT (120362.4824471424 493179.6387851938)
413,POINT (120051.785480719 493483.216726167)
414,POINT (120056.2660463686 493479.2700018319)
415,POINT (120052.1287948521 493484.9105167281)
416,POINT (120005.5896597718 493554.6358246718)
417,POINT (121771.3730151147 490575.2559154267)
418,POINT (121783.4246024119 490563.7226639008)
419,POINT (120327.0459365027 493204.7306421839)
420,POINT (120321.6141605896 493204.6685294313)
421,POINT (120377.7421790927 493187.37222903)
422,POINT (120301.5050204329 493216.0123813746)
423,POINT (121484.2185827334 490816.7151291363)
424,POINT (121509.8503041741 490796.3515552539)
425,POINT (120107.753785154 493419.1564529684)
426,POINT (120119.3195167154 493403.6484594092)
427,POINT (120137.2553476495 493381.6208538337)
428,POINT (120161.806978611 493340.1169743884)
429,POINT (120132.785660207 493383.428818926)
430,POINT (120083.3663169271 493460.7300562226)
431,POINT (121277.2507162543 491178.5698743374)
432,POINT (121238.6938857846 491209.3146491017)
433,POINT (121290.7038544577 491164.8475879919)
434,POINT (121204.6121061351 491234.3033064381)
435,POINT (121279.8107042994 491178.1884082984)
436,POINT (121212.8270797014 491231.1127754573)
437,POINT (121297.665757115 491164.0190956422)
438,POINT (121259.552374434 491197.0156792029)
439,POINT (121316.3273102668 491149.8005982221)
440,POINT (121279.7569594723 491175.1799730493)
441,POINT (120267.6840708631 493235.3358790722)
442,POINT (120267.9400793758 493232.7249040603)
443,POINT (120217.0770087933 493270.6273277656)
444,POINT (120191.1899302798 493293.1481300251)
445,POINT (120273.4115025735 493230.9181557431)
446,POINT (120263.1189915316 493237.683818545)
447,POINT (120200.5811834106 493282.5008397458)
448,POINT (120199.273862015 493283.4485429702)
449,POINT (121306.2156732265 491091.6828570608)
450,POINT (121296.2753154898 491066.0366328834)
451,POINT (120529.732810033 493201.7966981152)
452,POINT (120458.2413898482 493190.0265089832)
453,POINT (120522.1466640952 493198.550683324)
454,POINT (120474.105797871 493194.1815701331)
455,POINT (121614.6398192796 490717.9568363011)
456,POINT (121564.4049390621 490757.334096653)
457,POINT (121374.544050867 491025.641001632)
458,POINT (121374.5552957043 491032.0627187654)
459,POINT (121376.3584147603 490998.6232542851)
460,POINT (121376.3991905647 490992.1098658646)
461,POINT (121372.592764213 491017.770122446)
462,POINT (121345.6183556606 491103.5496507557)
463,POINT (121360.0540419747 491079.8519280532)
464,POINT (121371.2521160954 491042.8607696212)
465,POINT (121374.7650740487 491028.5572518596)
466,POINT (121375.2635042058 491020.7874981432)
467,POINT (121374.250449198 491025.50696273)
468,POINT (121374.9297236282 491015.4769031577)
469,POINT (121339.4393327273 491108.0106631939)
470,POINT (121345.0051101236 491100.4213201766)
471,POINT (121362.6132511421 491057.500156562)
472,POINT (121352.8387315047 491083.8636342603)
473,POINT (122226.350350787 489918.2685988656)
474,POINT (122241.553619692 489944.9450010405)
475,POINT (122257.3912786807 490242.2808972383)
476,POINT (122214.2310434247 490265.3697759795)
477,POINT (122437.5484526691 489988.1501731067)
478,POINT (122523.0893961443 490019.6966081242)
479,POINT (122516.0900772146 490026.7078202858)
480,POINT (122492.3145974203 490042.8923897881)
481,POINT (122508.2588711994 490034.1778154714)
482,POINT (122469.1241239687 490037.6659939907)
483,POINT (122512.8043093406 490029.7154196907)
484,POINT (122501.1115469679 490036.293713312)
485,POINT (122484.6993100059 490047.4643266327)
486,POINT (122505.4566462319 490035.5107852586)
487,POINT (122448.9896026097 490114.2741982412)
488,POINT (122403.1601508059 490143.7115763999)
489,POINT (122585.7562679252 489976.2263145662)
490,POINT (122497.0589577681 490084.0967466686)
491,POINT (122545.2208759083 490052.1624374108)
492,POINT (122629.7359711211 489845.7659973316)
493,POINT (122367.6691850175 490175.5940048241)
494,POINT (122445.7602374691 490129.4450128923)
495,POINT (122444.5985747747 490126.8358473303)
496,POINT (122373.7622361721 490171.3662138916)
497,POINT (122442.1083272053 490129.4393838694)
498,POINT (122413.5467170695 490144.8140733562)
499,POINT (118791.5937681873 485652.4608739378)
500,POINT (122276.9997073349 489956.1707465114)
501,POINT (122259.5016332191 489964.4244072665)
502,POINT (122151.776299396 490308.0593237396)
503,POINT (122131.3522433321 490319.7434446835)
504,POINT (122648.2433462062 489405.2043684283)
505,POINT (122611.1716796267 489369.2755819781)
506,POINT (122530.5353446211 490046.3242734466)
507,POINT (122490.0291076737 490074.657522073)
508,POINT (122556.788607447 490019.4513095459)
509,POINT (122610.2136094979 489865.6678251486)
510,POINT (122372.6994680236 490146.4339269946)
511,POINT (122337.8959051628 490171.261492603)
512,POINT (118811.6402906947 484113.6534923507)
513,POINT (119964.2652034909 483857.4979465946)
514,POINT (118368.3075408344 484075.5016124442)
515,POINT (119729.3623711831 484092.2137475117)
516,POINT (120508.595918132 485673.7757546033)
517,POINT (120595.7598148857 485751.24025182)
518,POINT (113536.7209865534 489269.8063297021)
519,POINT (117844.8353803321 488129.4140967139)
520,POINT (121414.9464793996 482488.9013968816)
521,POINT (121280.4842103315 482839.8224159196)
522,POINT (121289.5493236879 482027.2781890805)
523,POINT (124770.6564122057 490785.4211234708)
524,POINT (121398.0944288767 482381.9429964587)
525,POINT (125479.1682044322 489933.8345203782)
526,POINT (124863.4942548807 490773.3413363723)
527,POINT (121507.1296058636 482776.3425397269)
528,POINT (120739.3911502886 491123.3825644429)
529,POINT (120687.5263702126 491126.3619944982)
530,POINT (120723.6885459575 491137.0795708817)
531,POINT (120988.6031936546 483091.9550003835)
532,POINT (120924.8346466566 483084.3282859322)
533,POINT (121193.7710348293 487371.4869121554)
534,POINT (121261.5901674947 487420.2531023762)
535,POINT (120753.9673573041 483251.8404795215)
536,POINT (120908.2015960859 483109.9028758343)
537,POINT (116429.0526964956 487362.7731682467)
538,POINT (116430.2243085634 487363.092801524)
539,POINT (113849.8305988417 485816.2586548221)
540,POINT (114094.073104088 485856.2960624748)
541,POINT (114130.7334958135 485735.2160515378)
542,POINT (114093.5683808584 485857.6435539649)
543,POINT (114093.8351577352 485853.9453153703)
544,POINT (114108.1685210117 485812.4214389847)
545,POINT (113672.4877792726 485873.8382369899)
546,POINT (118588.2979022017 483990.4843518058)
547,POINT (118611.9840564608 483920.3631731927)
548,POINT (119637.9430421097 481967.7759340282)
549,POINT (119647.4561817912 481958.1795943487)
550,POINT (120087.0379974802 483261.629418701)
551,POINT (120010.1275940225 483268.09776824)
552,POINT (121296.4164323738 482734.7775920884)
553,POINT (121301.8297358855 482730.9616027739)
554,POINT (119625.8068109713 482753.89743175)
555,POINT (121229.6453550246 482640.2044562953)
556,POINT (121453.4570074472 482645.5024321619)
557,POINT (121229.44209626 482619.5053153135)
558,POINT (121458.0823088895 482646.4337284616)
559,POINT (121232.3195419349 482662.8102213985)
560,POINT (121430.8441679999 482643.2634906574)
561,POINT (121430.9437467674 482647.7095609891)
562,POINT (121433.6517292639 482646.1682926234)
563,POINT (121437.9820651728 482644.8871864309)
564,POINT (121457.66592999 482646.3353646689)
565,POINT (121444.3723143714 482643.8126003441)
566,POINT (121445.5275748508 482643.5961911063)
567,POINT (121442.6055363482 482638.6480941239)
568,POINT (121430.3834403399 482643.6716343489)
569,POINT (118866.6261334266 483046.5553350412)
570,POINT (120967.9024448879 483181.2412686472)
571,POINT (120932.6252632819 483185.9855941109)
572,POINT (119541.3294894213 483114.6752570863)
573,POINT (119582.4379677428 483117.4787874749)
574,POINT (119576.7823401338 483104.3824800359)
575,POINT (119542.8143709185 483109.9146332367)
576,POINT (121274.0951910359 482863.2788434625)
577,POINT (121275.3476765687 482856.7329638517)
578,POINT (121318.5571591741 482765.0090492341)
579,POINT (121276.984779985 482860.9795455644)
580,POINT (121337.3516846481 482632.5221444058)
581,POINT (121262.2492555915 482677.4860886568)
582,POINT (117624.1653358638 484698.0140297181)
583,POINT (117623.8636643632 484666.3440183064)
584,POINT (117619.8261255585 484710.9887093435)
585,POINT (117624.7303901898 484686.0606240794)
586,POINT (117656.4937115577 484733.3628786181)
587,POINT (117636.4980275835 484734.3388555174)
588,POINT (118795.22814396 487411.4171145345)
589,POINT (118112.7640579534 485407.2908810443)
590,POINT (117161.8628034901 483523.2739722019)
591,POINT (117391.0003425977 483504.4550786651)
592,POINT (117189.6099234757 483523.1388097053)
593,POINT (117404.2828441202 483503.3974680383)
594,POINT (117241.8632427718 483520.9077226256)
595,POINT (117355.573983261 483511.8420507147)
596,POINT (117420.4703069269 483502.9629631701)
597,POINT (117411.2956222786 483501.5656498361)
598,POINT (117351.5111019847 483509.5175633596)
599,POINT (117254.0952783828 483515.6535684344)
600,POINT (116770.8567818104 483532.2593903786)
601,POINT (116751.7393756635 483532.6013209011)
602,POINT (117486.8812648738 483489.5210188313)
603,POINT (117505.8991458276 483490.4443166828)
604,POINT (116555.2361344293 483534.5643562348)
605,POINT (116675.0750282878 483528.9969947835)
606,POINT (116597.6189481556 483532.1542699746)
607,POINT (116600.2763270864 483531.2628142225)
608,POINT (116501.1654608936 483532.6220121718)
609,POINT (116659.053350726 483528.339941779)
610,POINT (116929.5846841499 483532.5715549356)
611,POINT (116978.6079620445 483522.3486905384)
612,POINT (116992.6119824355 483524.1318158041)
613,POINT (117095.121711807 483521.3206718195)
